"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/29/2017","Quickpay With Zelle","QuickPay with Zelle payment fromBENJAMIN SIY-HIAN 6550944994","970.00","credit","Credit Card Payment","TOTAL CHECKING","",""
"9/29/2017","Venmo","VENMO            PAYMENT    693681673       WEB ID: 3264681992","2100.00","debit","Transfer","TOTAL CHECKING","",""
"9/29/2017","Tony's Pizzeria","TONY`S PIZZERIA & R","3.05","debit","Fast Food","Barclaycard Arrival Plus","",""
"9/29/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","2.17","credit","Music","Citi Double Cash Card","",""
"9/29/2017","Dunkin Donuts","DD/BR #331072        Q","2.71","debit","Coffee Shops","Barclaycard Arrival Plus","",""
"9/29/2017","Blink Health Ltd","BLINK HEALTH","41.62","debit","Business Services","Barclaycard Arrival Plus","",""
"9/29/2017","Interest Paid","Interest Paid","0.03","credit","Interest Income","Investor Checking","",""
"9/29/2017","ATM Fee Refund","ATM Fee Rebate","5.50","credit","ATM Fee","Investor Checking","",""
"9/28/2017","Goldman Sachs Ba","Goldman Sachs Ba P2P        Rudashevski,Lin WEB ID: 0124085260","10000.00","credit","Transfer","TOTAL CHECKING","",""
"9/28/2017","Owl Juice Pub","OWL JUICE PUB","6.80","debit","Alcohol & Bars","Barclaycard Arrival Plus","",""
"9/28/2017","Di Santos Cosina","DI SANTOS COSINA GOURM","5.75","debit","Restaurants","Barclaycard Arrival Plus","",""
"9/28/2017","Vanguard Growth Etf","VANGUARD GROWTH ETF","8.45","debit","Investments","Individual","",""
"9/27/2017","Duane Reade","DUANE READE #14494","9.49","debit","Pharmacy","Barclaycard Arrival Plus","",""
"9/27/2017","Owl Juice Pub","OWL JUICE PUB","6.26","debit","Alcohol & Bars","Barclaycard Arrival Plus","",""
"9/27/2017","GrubHub Seamless","SEAMLSSLAMESITARESTAU 8002561020 NY","12.52","debit","Food & Dining","Citi Double Cash Card","",""
"9/27/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","3.24","debit","Music","Citi Double Cash Card","",""
"9/27/2017","Di Santos Cosina","DI SANTOS COSINA GOURM","3.50","debit","Restaurants","Barclaycard Arrival Plus","",""
"9/27/2017","Vanguard Growth Etf","VANGUARD GROWTH ETF","8.45","credit","Dividend & Cap Gains","Individual","",""
"9/26/2017","Travel","Travel Credit","111.01","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/26/2017","Travel","Travel Credit","100.00","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/26/2017","C Mini Market","J & C MINI MARKET","6.50","debit","Groceries","Barclaycard Arrival Plus","",""
"9/26/2017","Sq Flatiron Schoo","SQ *SQ *FLATIRON SCHOO","10500.00","debit","Hair","Barclaycard Arrival Plus","",""
"9/26/2017","Cash Back Stmt","CASH BACK STMT CREDIT","25.30","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/26/2017","Hj 218 Discount Inc.","HJ 218 DISCOUNT INC.","9.67","debit","Shopping","Barclaycard Arrival Plus","",""
"9/26/2017","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","19.23","debit","Investments","Individual","",""
"9/26/2017","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","27.47","debit","Investments","Individual","",""
"9/26/2017","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","6.63","debit","Investments","Individual","",""
"9/25/2017","ATM Fee","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","TOTAL CHECKING","",""
"9/25/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW178126  09/23LEUMI CAR IL Shekel","58.78","debit","Cash & ATM","TOTAL CHECKING","",""
"9/25/2017","Foreign Exchange Rate","FOREIGN EXCHANGE RATE ADJUSTMENTFEE 178126  09/23LEUMI CAR","1.76","debit","Fees & Charges","TOTAL CHECKING","",""
"9/25/2017","Uber.com","UBER   US SEP25 NKNHQ","40.49","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"9/25/2017","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","27.47","credit","Dividend & Cap Gains","Individual","",""
"9/25/2017","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","6.63","credit","Dividend & Cap Gains","Individual","",""
"9/25/2017","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","19.23","credit","Dividend & Cap Gains","Individual","",""
"9/23/2017","Getty","GETT TEL AVIV-JAF ISR","9.81","debit","Gas & Fuel","Citi Double Cash Card","",""
"9/23/2017","Gett","GETT","11.65","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"9/22/2017","Fun Time","fun time","94.38","debit","Uncategorized","Barclaycard Arrival Plus","",""
"9/22/2017","Barclaycard Us Web","BARCLAYCARD US   CREDITCARD 478798824       WEB ID: 2510407970","282.37","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/22/2017","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","43.55","credit","Income","TOTAL CHECKING","",""
"9/22/2017","Dr Bank Services","2DR8 BANK SERVICES CENT TEL AVIV","116.16","debit","Dentist","Investor Checking","",""
"9/21/2017","Orcheide","ORCHEIDE 2016","29.84","debit","Restaurants","Barclaycard Arrival Plus","",""
"9/21/2017","Received","Payment Received","282.37","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/21/2017","Cellsavers","CELLSAVERS","53.35","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/19/2017","Citi Autopay Ppd","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","907.03","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/19/2017","Goldman Sachs Ba","Goldman Sachs Ba P2P        Rudashevski,Lin WEB ID: 0124085260","10000.00","credit","Income","TOTAL CHECKING","",""
"9/18/2017","Chase Autopay Ppd","CHASE CREDIT CRD AUTOPAYPPD ID: 4760039224","125.33","debit","Bills & Utilities","TOTAL CHECKING","",""
"9/18/2017","Check 404","CHECK 404","77.00","debit","Check","TOTAL CHECKING","",""
"9/17/2017","Uber.com","UBER TECHNOLOGIES INC","21.14","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"9/17/2017","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","907.03","credit","Credit Card Payment","Citi Double Cash Card","",""
"9/17/2017","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","125.33","credit","Credit Card Payment","CHASE AMAZON PRIME","",""
"9/17/2017","Lc Cash Withrawal","LC CASH WITHRAWAL LC CENTER","172.05","debit","Babysitter & Daycare","Investor Checking","",""
"9/15/2017","Irving","IRVING PHARMACY","7.79","debit","Gas & Fuel","Barclaycard Arrival Plus","",""
"9/15/2017","Hana Natural","HANA NATURAL BROOKLYN NY","6.63","debit","Groceries","Citi Double Cash Card","",""
"9/15/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","3.26","debit","Fast Food","Citi Double Cash Card","",""
"9/14/2017","Amazon","AMAZON MKTPLACE PMTS","16.60","debit","Shopping","CHASE AMAZON PRIME","",""
"9/14/2017","Blink Health Ltd","BLINK HEALTH","32.60","debit","Business Services","Barclaycard Arrival Plus","",""
"9/14/2017","Duane Reade","DUANE READE #14102","34.79","debit","Pharmacy","Barclaycard Arrival Plus","",""
"9/14/2017","P 18 Wyckoff Avenue","P355076 18 WYCKOFF AVE. BROOKLYN","62.00","debit","Alcohol & Bars","Investor Checking","",""
"9/13/2017","Squ Nazam A","SQU*SQ *NAZAM A KHAN H","50.08","debit","Uncategorized","Barclaycard Arrival Plus","",""
"9/13/2017","Cellsavers","CELLSAVERS","53.35","debit","Mobile Phone","Barclaycard Arrival Plus","",""
"9/13/2017","Brooklyn Desks Ny","BROOKLYN DESKS 718-366-3865 NY","175.00","credit","Credit Card Payment","Citi Double Cash Card","",""
"9/12/2017","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","96.53","debit","Utilities","TOTAL CHECKING","",""
"9/10/2017","Airbnb","AIRBNB * HMJEM5RN5A","111.01","debit","Hotel","Barclaycard Arrival Plus","",""
"9/09/2017","Airbnb","AIRBNB * HMJC9EF2Z4","108.60","debit","Hotel","Barclaycard Arrival Plus","",""
"9/09/2017","Expedia","EXPEDIA 7294441528075","1083.58","debit","Travel","Barclaycard Arrival Plus","",""
"9/09/2017","Uber.com","UBER   US SEP09 K5B6P","8.01","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"9/09/2017","Sisters","SISTERS","41.38","debit","Restaurants","Barclaycard Arrival Plus","",""
"9/09/2017","MTA","MTA MVM*H023-DEKALBQPS NEW YORK NY","20.00","debit","Public Transportation","Citi Double Cash Card","",""
"9/09/2017","GrubHub Seamless","SEAMLSSAREPERAGUACUCO 8002561020 NY","16.91","debit","Food & Dining","Citi Double Cash Card","",""
"9/08/2017","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","4.81","credit","Dividend & Cap Gains","Individual","",""
"9/07/2017","Hana Natural","HANA NATURAL BROOKLYN NY","5.64","debit","Groceries","Citi Double Cash Card","",""
"9/07/2017","Uber.com","UBER   US SEP07 3YOQA","7.98","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"9/07/2017","Flatiron School Inc.","SQ *FLATIRON SCHOOL 877-417-4551 NY","3000.00","debit","Tuition","Citi Double Cash Card","",""
"9/07/2017","ATM Fee","P200545 98 WYCKOFF AVE BROOKLYN","1.75","debit","ATM Fee","Investor Checking","",""
"9/07/2017","P 98 Wyckoff Avenue","P200545 98 WYCKOFF AVE BROOKLYN","60.00","debit","Cash & ATM","Investor Checking","",""
"9/06/2017","GrubHub Seamless","SEAMLSSQUEENOFFALAFEL 8002561020 NY","17.53","debit","Food & Dining","Citi Double Cash Card","",""
"9/05/2017","Citicards Cash Reward","CITICARDS CASH   REWARDPPD ID: CITIREWARD","33.70","credit","Income","TOTAL CHECKING","",""
"9/05/2017","Optimum","OPTIMUM 7836 02038702583 NY","55.38","debit","Internet","Citi Double Cash Card","",""
"9/03/2017","Irving","EX02459F 180 IRVING AVE BROOKLYN","41.75","debit","Gas & Fuel","Investor Checking","",""
"9/02/2017","Travel","Travel Credit","100.00","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"9/02/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","3.26","debit","Fast Food","Citi Double Cash Card","",""
"9/02/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","9.99","debit","Movies & DVDs","Citi Double Cash Card","",""
"9/02/2017","Hana Natural","HANA NATURAL BROOKLYN NY","10.64","debit","Groceries","Citi Double Cash Card","",""
"9/01/2017","Brooklyn Desks LLC","BROOKLYN DESKS 718-366-3865 NY","350.00","debit","Business Services","Citi Double Cash Card","",""
"9/01/2017","Venmo","VENMO            PAYMENT    652364017       WEB ID: 3264681992","2100.00","debit","Transfer","TOTAL CHECKING","",""
"8/31/2017","Amazon Prime Now","Amazon Prime Now Tips","5.00","debit","Groceries","CHASE AMAZON PRIME","",""
"8/31/2017","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","5059.19","credit","Paycheck","TOTAL CHECKING","",""
"8/31/2017","McDonald's","MCDONALD'S F20604","5.00","debit","Fast Food","Barclaycard Arrival Plus","",""
"8/31/2017","Burger King","BURGER KING #1898  Q07","4.66","debit","Fast Food","Barclaycard Arrival Plus","",""
"8/31/2017","Interest Paid","Interest Paid","0.01","credit","Interest Income","Investor Checking","",""
"8/30/2017","Amazon Prime Now","Amazon Prime Now","39.21","debit","Groceries","CHASE AMAZON PRIME","",""
"8/30/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","16.59","debit","Food & Dining","Citi Double Cash Card","",""
"8/30/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","5.42","debit","Music","Citi Double Cash Card","",""
"8/30/2017","Funds Transfer Brokerage","Funds Transfer from Brokerage -6875","423.86","credit","Transfer","Investor Checking","",""
"8/30/2017","Transfer Funds To Schwab Bank - 440023988619","TRANSFER FUNDS TO SCHWAB BANK - 440023988619","423.86","debit","Investments","Individual","",""
"8/29/2017","Online Transfer Gs","Online Transfer 6396673328 to gsbank ########0763 transaction #:","3000.00","debit","Transfer","TOTAL CHECKING","",""
"8/29/2017","Quickpay With Zelle","QuickPay with Zelle payment fromBENJAMIN SIY-HIAN 6476085918","970.00","credit","Credit Card Payment","TOTAL CHECKING","",""
"8/29/2017","McDonald's","MCDONALD'S F20604 BROOKLYN NY","5.43","debit","Fast Food","Citi Double Cash Card","",""
"8/28/2017","GrubHub Seamless","SEAMLSSASHENZHOURESTA 8002561020 NY","14.34","debit","Food & Dining","Citi Double Cash Card","",""
"8/28/2017","Funds Transfer Brokerage","Funds Transfer from Brokerage -6875","16.69","credit","Transfer","Investor Checking","",""
"8/28/2017","Transfer Funds To Schwab Bank - 440023988619","TRANSFER FUNDS TO SCHWAB BANK - 440023988619","16.69","debit","Investments","Individual","",""
"8/27/2017","GrubHub Seamless","SEAMLSSBKBAGELS 8002561020 NY","13.48","debit","Food & Dining","Citi Double Cash Card","",""
"8/26/2017","GrubHub Seamless","SEAMLSSECHIBANASIANFU 8002561020 NY","17.76","debit","Food & Dining","Citi Double Cash Card","",""
"8/25/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"8/25/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW979124  08/25237 IRVIN","51.75","debit","Cash & ATM","TOTAL CHECKING","",""
"8/25/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","4.34","debit","Fast Food","Citi Double Cash Card","",""
"8/25/2017","Lendingclub Corp","LENDINGCLUB CORP","423.86","credit","Sell","Individual","",""
"8/24/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","4.33","debit","Fast Food","Citi Double Cash Card","",""
"8/24/2017","Amazon Prime Now","Amazon Prime Now Tips","5.00","debit","Groceries","CHASE AMAZON PRIME","",""
"8/24/2017","Gaslog Ltd F","GASLOG LTD F","7.00","credit","Dividend & Cap Gains","Individual","",""
"8/23/2017","Amazon Prime Now","Amazon Prime Now","44.75","debit","Groceries","CHASE AMAZON PRIME","",""
"8/22/2017","Barclaycard Us Web","BARCLAYCARD US   CREDITCARD 471692913       WEB ID: 2510407970","634.12","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/21/2017","Arturos","ARTUROS NEW YORK NY","16.10","debit","Restaurants","Citi Double Cash Card","",""
"8/21/2017","GrubHub Seamless","SEAMLSSLAMESITARESTAU 8002561020 NY","14.40","debit","Food & Dining","Citi Double Cash Card","",""
"8/19/2017","Williamsburg Cinemas - Movie","WILLIAMSBURG CINEMAS 718-634-5968 NY","26.00","debit","Movies & DVDs","Citi Double Cash Card","",""
"8/17/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","4.88","debit","Fast Food","Citi Double Cash Card","",""
"8/17/2017","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","434.76","credit","Credit Card Payment","Citi Double Cash Card","",""
"8/17/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","250.48","credit","Credit Card Payment","CHASE AMAZON PRIME","",""
"8/17/2017","Amazon Prime Now","Amazon Prime Now","37.22","debit","Groceries","CHASE AMAZON PRIME","",""
"8/16/2017","GrubHub Seamless","SEAMLSSQUEENOFFALAFEL 8002561020 NY","15.03","debit","Food & Dining","Citi Double Cash Card","",""
"8/16/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","1.95","debit","Music","Citi Double Cash Card","",""
"8/15/2017","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3890.98","credit","Paycheck","TOTAL CHECKING","",""
"8/15/2017","GrubHub Seamless","SEAMLSSQUEENOFFALAFEL 8002561020 NY","15.65","debit","Food & Dining","Citi Double Cash Card","",""
"8/14/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","2.07","debit","Food & Dining","Citi Double Cash Card","",""
"8/12/2017","Fruitti Yummi","FRUITTI YUMMI BROOKLYN NY","4.80","debit","Groceries","Citi Double Cash Card","",""
"8/12/2017","GrubHub Seamless","SEAMLSSQUEENOFFALAFEL 8002561020 NY","15.03","debit","Food & Dining","Citi Double Cash Card","",""
"8/11/2017","Duane Reade","DUANE READE #14102 NEW YORK NY","8.19","debit","Pharmacy","Citi Double Cash Card","",""
"8/11/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","7.57","debit","Food & Dining","Citi Double Cash Card","",""
"8/11/2017","Dunkin Donuts","DUNKIN #343540 Q35 NEW YORK NY","3.04","debit","Coffee Shops","Citi Double Cash Card","",""
"8/11/2017","Blake & Todd","BLAKE & TODD NEW YORK NY","4.84","debit","Restaurants","Citi Double Cash Card","",""
"8/11/2017","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","75.56","debit","Utilities","TOTAL CHECKING","",""
"8/11/2017","ATM Withdrawal Madis","ATM WITHDRAWAL008734  08/11383 MADIS","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"8/10/2017","Jpmc Finan","JPMC-383 MADISON FINAN","11.42","debit","Uncategorized","Barclaycard Arrival Plus","",""
"8/10/2017","Jpmc Madison Finan","JPMC-383 MADISON FINAN NEW YORK NY","5.94","debit","Uncategorized","Citi Double Cash Card","",""
"8/09/2017","Cucina Express","CUCINA EXPRESS NEW YORK NY","5.44","debit","Uncategorized","Citi Double Cash Card","",""
"8/09/2017","Fuel Grill Juice","FUEL GRILL AND JUICE B 2128000100 NY","10.34","debit","Restaurants","Citi Double Cash Card","",""
"8/09/2017","McDonald's","MCDONALD'S F7552 NEW YORK NY","1.09","debit","Fast Food","Citi Double Cash Card","",""
"8/08/2017","Guacuco Hotdog","SEAMLSSGUACUCOHOTDOGS 8002561020 NY","16.27","debit","Food & Dining","Citi Double Cash Card","",""
"8/08/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.85","debit","Food & Dining","Citi Double Cash Card","",""
"8/08/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.29","debit","Food & Dining","Citi Double Cash Card","",""
"8/07/2017","GrubHub Seamless","SEAMLSSAZULTEQUILAMEX 8002561020 NY","14.40","debit","Food & Dining","Citi Double Cash Card","",""
"8/07/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","7.95","debit","Food & Dining","Citi Double Cash Card","",""
"8/07/2017","Udemy","UDEMY.COM 8888385432 CA","10.00","debit","Tuition","Citi Double Cash Card","",""
"8/07/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","168.28","credit","Income","TOTAL CHECKING","",""
"8/07/2017","Youtube Red","GOOGLE *YouTube Red","9.99","debit","Movies & DVDs","Barclaycard Arrival Plus","",""
"8/07/2017","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","4.78","credit","Dividend & Cap Gains","Individual","",""
"8/06/2017","Amazon Prime Now","Amazon Prime Now","45.46","debit","Groceries","CHASE AMAZON PRIME","",""
"8/06/2017","Amazon Prime Now","Amazon Prime Now Tips","5.00","debit","Groceries","CHASE AMAZON PRIME","",""
"8/05/2017","Optimum","OPTIMUM 7836 02038702583 NY","55.38","debit","Home Phone","Citi Double Cash Card","",""
"8/05/2017","Tony's Pizzeria","TONY`S PIZZERIA & R BROOKLYN NY","19.05","debit","Fast Food","Citi Double Cash Card","",""
"8/04/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","14.38","debit","Food & Dining","Citi Double Cash Card","",""
"8/04/2017","Cucina Express","CUCINA EXPRESS NEW YORK NY","6.53","debit","Restaurants","Citi Double Cash Card","",""
"8/03/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","7.95","debit","Food & Dining","Citi Double Cash Card","",""
"8/03/2017","Alice Cafe","ALICE CAFE NEW YORK NY","11.65","debit","Restaurants","Citi Double Cash Card","",""
"8/03/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","5.42","debit","Music","Citi Double Cash Card","",""
"8/03/2017","GrubHub Seamless","SEAMLSSKUMANYC 8002561020 NY","17.53","debit","Food & Dining","Citi Double Cash Card","",""
"8/02/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","9.99","debit","Movies & DVDs","Citi Double Cash Card","",""
"8/01/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","9.99","debit","Food & Dining","Citi Double Cash Card","",""
"8/01/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.19","debit","Food & Dining","Citi Double Cash Card","",""
"8/01/2017","Spdr S&p 500 Etf","SPDR S&P 500 ETF","46.85","debit","Investments","Individual","",""
"7/31/2017","Hack Reactor","HACK REACTOR","250.00","debit","Uncategorized","Barclaycard Arrival Plus","",""
"7/31/2017","Jpmc Madison Finan","JPMC-383 MADISON FINAN NEW YORK NY","5.38","debit","Uncategorized","Citi Double Cash Card","",""
"7/31/2017","Alice Cafe","ALICE CAFE NEW YORK NY","4.63","debit","Restaurants","Citi Double Cash Card","",""
